,paragraph,target
1908,"The committee has called on the public for suggestions by 20 February 2021. <Response and reactions - International> -- The number of farmers who died during the protests, which began in August 2020, increases to 248. 
",0
1909,"On January 7, when it appeared that there was a health crisis emerging in Wuhan, Public Health Canada advised travellers to China to avoid contact with animals, noting that they were very carefully monitoring the situation but there wasn\'t evidence of what caused the illness, or how it's spread. <Background and epidemiology> -- Health Canada approves the single-dose Johnson & Johnson COVID-19 vaccine. 
",0
1910,"On January 17, the Canada Border Services Agency (CBSA) indicated plans were in progress ""to implement signage"" in the Montreal, Toronto, and Vancouver airports to raise awareness of the virus, and that there would be an additional health screening question added to the electronic kiosks for passengers arriving from central China. The agency noted the overall risk to Canadians was low and there were no direct flights from Wuhan to Canada. <Preparations> -- Health Canada approves the single-dose Johnson & Johnson COVID-19 vaccine. 
",0
1911,"Canada Student Loans: A six-month moratorium was placed on repayment. <Government response - Bank of Canada rate changes> -- Health Canada approves the single-dose Johnson & Johnson COVID-19 vaccine. 
",0
1912,"The Canada Emergency Student Benefit (CESB) was announced by Trudeau on April 22. <Government response - Federal aid> -- Health Canada approves the single-dose Johnson & Johnson COVID-19 vaccine. 
",0
1913,"During the COVID-19 pandemic, 34% of people consulted their doctors over the phone. In May 2020, Justin Trudeau announced an investment of $240.5 million to support the growth of virtual care and mental health tools in Canada. <Government response - Federal aid> -- Health Canada approves the single-dose Johnson & Johnson COVID-19 vaccine. 
",0
1914,"On May 19, Governor Dunleavy announced the lifting of all state mandates for businesses and public gatherings, keeping only a mandatory (but unenforced) quarantine period for persons coming from out of state. <Measures> -- Governor Mike Dunleavy announces that Alaska will drop its eligibility requirements for the COVID-19 vaccine and allow all residents over the age of 16 to receive it, thereby becoming the first state to do so. The state has also led other states in the percentage of its population to be fully vaccinated against COVID-19. 
",0
1915,"On 12 November, Mayor of Auckland Phil Goff and local health authorities have urged people in the Auckland CBD area to work from home after the discovery of a community transmission case who worked at the A-Z Collections shop on Auckland's High St in the city centre. Goff also criticised the store's owner for allegedly telling the employee to come to work while she was awaiting test results for her COVID-19 test. The store owner disputed Goff's account, explaining that the employee had called on Tuesday to say say she had a sore throat and would be visiting a doctor. The following day, the shop worker issued a statement criticising health officials who interviewed her for not providing a Chinese language translator, causing misinformation about her prior whereabouts, actions, and contacts. As a result of this miscommunication, her employer and their families had received abusive online messages. <Responses - Local and regional governmental responses> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1916,"On 3 February 2021, Prime Minister Ardern has provisionally approved the Pfizer-BioNTech COVID-19 vaccine for use in New Zealand. The initial batches of the vaccine are scheduled to arrive in late March 2021, with frontline workers and the vulnerable given priority. <Vaccines> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1917,"On 1 March, 28 port workers at Tauranga received their first dose of the Pfizer-BioNTech COVID-19 vaccine. <Vaccines> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1918,"Businesses can open premises, but cannot physically interact with customers. <Alert level system - Alert levels> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1919,"New Zealand Customs Service, Immigration New Zealand, and the Ministry for Primary Industries <Alert level system - Essential services> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1920,"Utilities and communications, including supply chains <Alert level system - Essential services> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1921,"Locksmiths can undertake essential work on emergency call-outs and essential activity to maintain the security of premises/personal properties. <Alert level system - Essential services> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1922,"Pest management may be undertaken only where required for human health and safety, and it is essential. However, operators must ensure people have somewhere safe to go while the process is underway, in particular where a property is being vacated <Alert level system - Essential services> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1923,"As of 15 December 2020[update], there have been 1,344,192 tests completed in total, with a positivity rate of 0.13%. As of 27 September 2020[update], the ethnic group with the highest rate of testing is Pacific, with 27.5% of that population being tested, followed by Māori with 15.9%, European/MELAA/Other with 13.9%, and finally Asian with 12.1%, out of 746,478 people in total, or 14.9% of the New Zealand population of 4,996,000. <Testing - Results> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1924,"Starting from 16 April, random voluntary community testing took place in select supermarkets around the country to provide information on whether there still existed community transmission of the virus. <Testing - Results> -- Auckland returns to alert level 1 and lifts all COVID-19-related restrictions aside from their face mask requirement on public transport after no community cases were found. 
",0
1925,"After May 15, the Philippine government revised its quarantine classifications in correspondence to an earlier announcement that ""Science and Economics will be considered for any changes of the lockdown measures."" A modified enhanced community quarantine (MECQ) was applied to Metro Manila, Laguna and Cebu City, while a GCQ was raised to 41 provinces and 10 cities with moderate risk. Meanwhile, 40 provinces and 11 cities that were considered ""low-risk areas"" were supposed to be released from community quarantine measures, but were eventually upgraded to a ""modified general community quarantine"" (MGCQ) after a reportedly ""honest mistake"" from the national government and requests from respective LGUs. <Timeline - April to May 2020> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1926,"On August 2, the Philippines surpassed the 100,000 cases mark as the country continues to report around 2,000–3,000 cases a day. The country eventually had the most COVID-19 cases in Southeast Asia when it finally breached Indonesia's total number of confirmed COVID-19 cases. <Timeline - August 2020> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1927,"The DOH announced in a briefing held in January 2021 that the U.K. variant is already in the Philippines as early as December 2020. One of the samples collected by the health department on December 10 tested positive for the variant on January 21, 2021. <Timeline - December 2020> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1928,"Of the 828,597 returning overseas Filipinos (ROF) reported on January 13, 824,645 have tested negative for the disease and have been discharged from a quarantine facility, while 12,654 have tested positive. <Cases - Front line workers> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1929,"The DOH previously used the designation ""patients under investigation"" (PUIs) and ""persons under monitoring"" (PUMs) to manage suspected and confirmed cases. PUIs involved individuals who had a travel history to Wuhan but by February 3, the DOH has expanded the scope of PUIs to include individuals who had a travel history to any part of China. ""Persons under monitoring"" are asymptomatic individuals with known history of exposure to another person with confirmed COVID-19 infection. <Cases - Locally stranded individuals> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1930,"The usage of the PUM designation has since been discontinued. It was reasoned that it is assumed that the general public has been exposed to COVID-19 due to local or community transmission already ongoing in several parts of the Philippines. <Cases - Overseas Filipinos> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1931,"On The test kits were donated by a private foundation. <Government response - Travel restrictions> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1932,"A group of UP experts has proposed the start of classes to be pushed back to December in order to limit the spread of the disease. <Social impact - 2019–2020 academic year> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1933,"The impact of COVID-19 in prisons in the Philippines is projected to be ""dangerous,"" since its jails have the highest occupancy rate in the world that stands at 534%. The Bureau of Jail Management and Penology has temporarily suspended the acceptance of visitors in prisons it manages as early as March 2020, encouraging would-be visitors to avail the e-dalaw service which would allow inmates to communicate with relatives online. <Social impact - Tourism> -- The Philippines reports a record 7,103 new confirmed cases in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 648,066. 
",0
1934,"The next day, Pakistan reported nine new cases in Karachi, meaning that there was a total of 16 cases of COVID-19, with Sindh having the highest number of cases, 13 altogether. Five of the new patients had travelled to Syria and some others patients had returned from London. Three new cases were confirmed on 10 March, including one in Hyderabad and the first case in Quetta, Balochistan. <Timeline - 1–10 March – Early spread> -- Prime Minister Imran Khan tests positive for COVID-19, two days after being vaccinated. 
",0
1935,"On 25 March, the national government shut the outpatient departments of hospitals in the capital territory to stem the spread of the virus, only the emergency services remained optional. The capital's Deputy Commissioner, Hamza Shafqat issued a notification declaring \'a complete ban on intra-city, inter-district and inter-province movement of people by public transport. However, the metro bus service will be functional but at a distance of one seat between passengers.\' Furthermore, gatherings of all kinds at public and private places were banned no one was allowed to move out of their respective union councils. Starting from 2 April, the lockdown in the region was extended until 14 April as per directions by the federal government. <Impact - Politics> -- Prime Minister Imran Khan tests positive for COVID-19, two days after being vaccinated. 
",0
1936,"Cardinal Joseph Coutts of the Catholic Church implored the faithful to follow proper measures to prevent the spread of the coronavirus and encouraged interfaith solidarity amidst the pandemic: <Impact - Unemployment> -- Prime Minister Imran Khan tests positive for COVID-19, two days after being vaccinated. 
",0
1937,"Some believe that el-Para actually works for the Algerian government. By late 2003, the group's founder had been supplanted by the even more radical Nabil Sahraoui, who announced his open support for al-Qaeda, thus strengthening government ties between the U.S. and Algeria. He was reportedly killed shortly afterwards, and was succeeded by Abu Musab Abdel Wadoud in 2004. <Background> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1938,"In order to improve recruiting and funding, the GSPC aligned itself with al-Qaeda, and on 11 September 2006, al-Qaeda leader Ayman al-Zawahiri announced a union between the groups. The GSPC rebranded itself as al-Qaeda in the Islamic Maghreb (AQIM) in January 2007, signaling the broadened aspirations of the group. <Overview - Broadening of conflict> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1939,"June 23, 2002 - Militants killed 6 civilians in an attack on youths playing football near a bus station in Zéralda in suburban Algiers. <Timeline of events - 2002> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1940,"June 13, 2005 - An explosive device kills 3 soldiers and 3 civilians west of Tipaza. <Timeline of events - 2005> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1941,"August 29, 2006 - Fighters attacked a checkpoint in El-Kseur in Béjaïa Province, killing 2 policemen and 1 civilian. <Timeline of events - 2006> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1942,"May 11, 2007 - In various incidents 6 Islamists, 1 soldier and 1 policeman were killed near Tizi Ouzou, Saida and Jijel. <Timeline of events - 2007> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1943,"March 12, 2017- A police officer and two militants were killed in a shootout at a checkpoint in southern Tunisia that left three other officers injured. <Timeline of events - 2017> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1944,"December 6, 2017 - US and Nigerien forces kill 11 ISGS militants in a firefight. <Timeline of events - 2017> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1945,"September 25, 2019 - Six civilians were shot dead after armed militants stormed three villages in the city of Zimtenga. <Timeline of events - 2019> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1946,"October 11, 2019 - Burkina Faso mosque attack - Armed men assaulted the Grand Mosque in Salmossi, northern Burkina Faso, killing 16 people and critically injuring two more. <Timeline of events - 2019> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1947,"May 10 - At least 20 people were killed by gunmen in the Tillaberi region of southwest Niger. Meanwhile, three Chadian soldiers were killed and four more seriously wounded when their convoy hit a roadside bomb in Aguelhok, northern Mali. <Timeline of events - 2020> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1948,"May 27 - Ethnic clashes between Fulani herdsmen and Dogon tribesmen in central Mali left 27 civilians dead. <Timeline of events - 2020> -- The death toll from yesterday's raids in Tahoua, Niger, rises to at least 137. A security official blames ISIL for the attacks in a volatile region, which has seen an increase in these types of attacks in the past few months.  
",0
1949,"Three orphaned mountain lions were released from care and moved to an exhibit at the Columbus Zoo and Aquarium in December 2020. The cubs had been discovered separately by firefighters, during the fire and at least one was mistaken for a household cat. <Aftermath> -- Investigations into the 2020 fire that destroyed 56,338 acres in northern California conclude that the fire began when a gray pine tree fell on power lines belonging to the Pacific Gas and Electric Company.  
",0
1950,"Starting on December 14, 2020, the first doses of COVID-19 vaccine were administered. The CDC and each state keep track of the number of vaccines administered. <Responses - Vaccine research, development, and deployment> -- The U.S. surpasses 30 million cases of COVID-19. 
",0
1951,"Many janitors and other cleaners throughout the United States reported that they were not given adequate time, resources or training to clean and to disinfect institutions for COVID-19. One pilot reported that less than ten minutes was allotted to clean entire airplanes between arrival and departure, which did not allow cleaners to disinfect the tray tables and bathrooms, for which the practice was to wipe down only those that ""[look] dirty."" Cleaning cloths and wipes were reused, and disinfecting agents, such as bleach, were not provided. Employees also complained that they were not informed if coworkers tested positive for the virus. The Occupational Safety and Health Administration (OSHA), the federal agency that regulates workplace safety and health, investigated a small fraction of these complaints. Mary Kay Henry, president of Service Employees International Union, which represents 375,000 American custodians, explained that ""reopenings happened across the country without much thoughtfulness for cleaning standards."" She urged better government standards and a certification system. <Responses - Partisan divide> -- The U.S. surpasses 30 million cases of COVID-19. 
",0
1952,"In September, Bain & Company reported on the tumultuous changes in consumer behavior before and during the COVID-19 pandemic. Potentially permanently, they found acceleration towards e-commerce, online primary healthcare, livestreamed gym workouts, and moviegoing via subscription television. Concurrent searches for both low-cost and premium products, and a shift to safety over sustainability, occurred alongside rescinded bans and taxes on single-use plastics, and losses of three to seven years of gains in out-of-home foodservice. <Impacts - Economic> -- The U.S. surpasses 30 million cases of COVID-19. 
",0
1953,"After the Supreme Court of the United States upheld Georgia's ""guided discretion"" laws in Gregg v. Georgia, Virginia's laws were modified along the same lines. The first person executed after being sentenced to death under these laws was Frank Coppola on August 10, 1982. He was the first individual executed by the state in the modern era. <Modern era post-<i> Gregg</i>> -- Virginia becomes the 23rd U.S. state to abolish the death penalty, and the first Southern state to do so. 
",0
1954,"The electric chair continued to be solely used until 1994, when legislation was enacted giving inmates the choice of lethal injection or the electric chair, with lethal injection the default method if no decision was made. Seven inmates have since opted for the Virginia electric chair; the most recent was Robert Gleason on January 16, 2013. Former Governor Tim Kaine has also stated that he opposes the option of the electric chair, but did not move to drop it as an option while in office. <Modern era post-<i>Gregg</i>> -- Virginia becomes the 23rd U.S. state to abolish the death penalty, and the first Southern state to do so. 
",0
1955,"In the 19 other states, a hung jury results in a life sentence, even if only one juror opposed death. Federal law also provides that outcome. <Legal process - Sentencing> -- Virginia becomes the 23rd U.S. state to abolish the death penalty, and the first Southern state to do so. 
",0
1956,"Alabama has the highest per capita rate of death sentences. This is because Alabama was one of the few states that allowed judges to override a jury recommendation in favor of life imprisonment, a possibility it removed in March 2017. <Distribution of sentences - Among states> -- Virginia becomes the 23rd U.S. state to abolish the death penalty, and the first Southern state to do so. 
",0
1957,"While some state statutes specify the drugs required, a majority do not, giving more flexibility to prison officers. <Methods> -- Virginia becomes the 23rd U.S. state to abolish the death penalty, and the first Southern state to do so. 
",0
1958,"On March 9, 2020, the Philippine Stock Exchange (PSE) index lost 457.77 points or 6.76%, its steepest decline since the financial crisis of 2007–08. The following day, shares plunged by 6.23% to ₱5,957.35 (US$117.54), settling below the 6,000 level benchmark and entering the bear market territory. The mining and oil industries were the most affected with a 9.05% drop, followed by holding companies with a 6.93% drop. The PSE's circuit breaker mechanism was invoked for the second time since the measure's introduction in 2008 halting trade for 15 minutes. <Economic impact - Economic indicators> -- The Philippines reports a record 8,773 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 693,048. 
",0
1959,"Several restaurants and coffee shops across the country offered free food and beverages to front line professionals involved in the pandemic, especially health care workers. <Economic impact - Employment> -- The Philippines reports a record 8,773 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 693,048. 
",0
1960,"Local airlines AirAsia, Philippine Airlines, and Cebu Pacific suspended flights in response to the imposition of travel bans by the Philippine government and some foreign governments. The airlines have suspended flights as early as February 2, 2020, covering routes involving destinations in China, Hong Kong and Macau. At least Philippine Airlines has suspended all of its flights by March 2020, although the airline has announced plans to resume selected flights by June 1, 2020. <Economic impact - Retail> -- The Philippines reports a record 8,773 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 693,048. 
",0
1961,"nan -- In the fourth day of a siege in Palma, Mozambique, several people are killed by ISIL-linked militants. Local civilians are killed in streets and buildings, with reports of beheadings. A South African man and a British citizen are murdered after a hotel and a evacuation convoy are attacked; other foreigners are also suspected to have been killed. At least 21 soldiers are shot dead while responding to the hotel attack.  
",0
1962,"17 November: ISIL insurgents reportedly threatened to attack the town of Mueda, warning all residents to evacuate the area by November 20. In addition, the UN's migration agency reports that 33,000 people have been displaced in just one week due to the insurgency. <Timeline - 2020> -- In the fourth day of a siege in Palma, Mozambique, several people are killed by ISIL-linked militants. Local civilians are killed in streets and buildings, with reports of beheadings. A South African man and a British citizen are murdered after a hotel and a evacuation convoy are attacked; other foreigners are also suspected to have been killed. At least 21 soldiers are shot dead while responding to the hotel attack.  
",0
1963,"On May 22, the number of new cases and deaths reported in 24-hours reached a record high of 2,973 and 420 respectively. <Timeline - April–May 2020> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1964,"On August 4, the Secretariat of Health reported that 4,732 people who spoke an indigenous language have been infected with COVID-19 and, of those infected, 798 have died. <Timeline - August–December 2020> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1965,"On August 13, the Carlos Slim Foundation announced they were going to finance the effort of Mexico, Argentina, the University of Oxford and AstraZeneca to produce and distribute the production and distribution of the vaccine against COVID-19 that's being developed by the last two. The distribution of the vaccine will begin during the first semester of 2021 and it will be available through Latin America, with the exception of Brazil. The number of confirmed cases passed 500,000. <Timeline - August–December 2020> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1966,"Despite <Timeline - August–December 2020> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1967,"On January 7 the Catholic Church reported that four bishops and 135 priests had died in 2020 due to COVID-19. For the second day in a row, a new record, this time 13,734 new cases were reported in one day. There are a total of 1,493,569 confirmed cases, and there is a 42% positivity rate. <Timeline - January to March 2021> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1968,"In mid-March, retailers in the border city of Tijuana experienced shortages of water and toilet paper as Americans from southern California began crossing the border to panic-buy these items. Purchase limits were placed on several item categories following the first wave of panic buying by foreigners. <Recovery phases - Traffic light color system> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1969,"May 20 – Mexico City mayor presented the ""Gradual Plan towards the New Normality in Mexico City"" after the health emergency and estimated that the city will be at a red light at least until June 15, although the situation may change to orange at that time. <Government response - January to March> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1970,"February 24 <Government response - June and July> -- Mexico publishes revised figures, indicating that the number of deaths caused by COVID-19 is 60% higher than previously reported. The revised total is 321,000, thereby making it the country with the world's second-highest number of deaths.  
",0
1971,"Brian Higgins was a resident of Wisconsin Dells, Wisconsin, when he was arrested on October 15. He is alleged to have provided his night-vision goggles and dashcam to help conduct surveillance on Whitmer's home. <Suspects - Biographical sketches and motives> -- A judge orders three men charged with plotting to kidnap Michigan Governor Gretchen Whitmer to stand trial, after a three-day preliminary hearing. Threat of terrorism charges are dismissed against two of the defendants. 
",0
1972,"On December 4, twin brothers Michael and William Null were released on bond. <Legal proceedings - State> -- A judge orders three men charged with plotting to kidnap Michigan Governor Gretchen Whitmer to stand trial, after a three-day preliminary hearing. Threat of terrorism charges are dismissed against two of the defendants. 
",0
1973,"Conspiracy theories about the alleged plot emerged on social media, falsely claiming the Wolverine Watchmen were anarchists affiliated with the antifa and Black Lives Matter movements. Some social media posts promoting the theories were flagged by Facebook as part of its anti-misinformation campaign, while PolitiFact rated the posts as ""Mostly False"". <Reactions - Other responses> -- A judge orders three men charged with plotting to kidnap Michigan Governor Gretchen Whitmer to stand trial, after a three-day preliminary hearing. Threat of terrorism charges are dismissed against two of the defendants. 
",0
1974,"The National Task Force for COVID-19 created the Task Force T3 (Test, Trace, and Treat) to establish public-private partnerships that would conduct mass testings. The task force cited the San Miguel Corporation as a pioneer in the move to open its COVID-19 testing laboratory to initially test all of its 70,000 employees. As of August 24, the country has 110 subnational laboratories capable of detecting SARS-CoV-2. <Medical response - Testing kits> -- The Philippines reports a record 10,016 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 731,894. 
",0
1975,"authorization of importation and receipt of donations, and <Government response - Nationwide measures> -- The Philippines reports a record 10,016 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 731,894. 
",0
1976,"The Philippine Amusement and Gaming Corporation (PAGCOR) ordered the suspension of all gaming operations in the country, including the land-based casinos in Entertainment City and Newport City, on March 15. The gaming regulator also announced that they were limiting the operations of Philippine offshore gaming operations in the region. <Economic impact - Production and distribution> -- The Philippines reports a record 10,016 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 731,894. 
",0
1977,"CHED left the decision of starting semesters to college administrators, although urged them to shift into the new semestral calendar and start \'flexible classes\' in August and face-to-face classes in September as well. Certain measures have been proposed to be implemented during the opening of classes, such as the airing of lectures on television and radio, a ""mandatory face mask policy,"" maintaining physical distancing, and limiting class sizes. <Social impact - 2019–2020 academic year> -- The Philippines reports a record 10,016 new confirmed cases of COVID-19 in the past 24 hours, thereby bringing the nationwide total of confirmed cases to 731,894. 
",0
1978,"Head of Commission III of People's Representative Council, Herman Hery, criticized Indonesian National Police, National Counter Terrorism Agency, and Indonesian State Intelligence Agency. He also requested them to work harder to investigate and captured anyone who involved to the attack. he also suggested to those agencies to increase their intelligence arm and capabilities to enable early detection."" } <Reactions> -- A woman opens fire at the Indonesian National Police headquarters in Jakarta before being shot dead by police. A male accomplice flees the scene. No other casualties are reported. 
",0
1979,"July 2, 1978: Murder of Rosario Arregui Letamendi by Triple A. <Chronology of deadly actions attributed to far-right groups> -- The regional office of the leftist Unidas Podemos party in Cartagena, Murcia, is firebombed, leaving damage to its exterior. 
",0
1980,"June 25, 1979: Murder of Enrique Gómez ""Korta"" Álvarez, attributed to BVE. <Chronology of deadly actions attributed to far-right groups> -- The regional office of the leftist Unidas Podemos party in Cartagena, Murcia, is firebombed, leaving damage to its exterior. 
",0
1981,"Closure of non-essential businesses <Classification - Enhanced community quarantine (ECQ)> -- The government extends the enhanced community quarantine imposed on the Greater Manila Area until April 11, following the report of a record 15,310 new confirmed cases the previous day. 
",0
1982,"Mass gatherings (more than 10 persons outside and non-household members indoors) and face-to-face classes are not allowed in ECQ zones. Religious gatherings and dine-in services are not allowed. Shopping malls are allowed to operate for essential services. <Classification - Enhanced community quarantine (ECQ)> -- The government extends the enhanced community quarantine imposed on the Greater Manila Area until April 11, following the report of a record 15,310 new confirmed cases the previous day. 
",0
1983,"Essential and priority constructions projects are allowed to resume in accordance with Department of Public Works and Highways guidelines <Classification - Enhanced community quarantine (ECQ)> -- The government extends the enhanced community quarantine imposed on the Greater Manila Area until April 11, following the report of a record 15,310 new confirmed cases the previous day. 
",0
1984,"A classification of measures called ""new normal"", a level under MGCQ, was introduced sometime in June 2020, but has not yet been used. An area needs to be placed under MGCQ prior to the imposition of new normal measures. <Classification - Other measures> -- The government extends the enhanced community quarantine imposed on the Greater Manila Area until April 11, following the report of a record 15,310 new confirmed cases the previous day. 
",0
1985,"On August 17, on the recommendation of the IATF-EID, President Duterte announced that Metro Manila and its neighboring provinces of Bulacan, Cavite, Laguna, and Rizal will be downgraded to GCQ starting August 19. His speech was broadcast from Davao City. <Implementation - August 16–31> -- The government extends the enhanced community quarantine imposed on the Greater Manila Area until April 11, following the report of a record 15,310 new confirmed cases the previous day. 
",0
1986,"Alan Dershowitz labeled Sudan an example of a government that ""actually deserve(s)"" the appellation ""apartheid"". Former Canadian Minister of Justice Irwin Cotler echoed the accusation. <Timeline - Beginning> -- Tribal clashes between Masa and Arabs in the Sudanese city of Geneina, West Darfur, kill at least 40 people and injure 60 others. Residents report the use of heavy weaponry and rocket-propelled grenades. 
",0
1987,"During April, 2005, after the Sudan government signed a ceasefire agreement with Sudan People's Liberation Army which led to the end of the Second Sudanese Civil War, the African Union Mission in Sudan (AMIS) force was increased by 600 troops and 80 military observers. In July, the force was increased by about 3,300 (with a budget of 220 million dollars). In April, 2005, AMIS was increased to about 7,000. <Timeline - 2004–2005> -- Tribal clashes between Masa and Arabs in the Sudanese city of Geneina, West Darfur, kill at least 40 people and injure 60 others. Residents report the use of heavy weaponry and rocket-propelled grenades. 
",0
1988,"On 26 August, two days before the UNSC meeting and Frazer was due to arrive in Khartoum, Paul Salopek, a U.S. National Geographic Magazine journalist, appeared in court in Darfur facing charges of espionage; he had crossed into the country illegally from Chad, circumventing the Sudanese government's official restrictions on foreign journalists. He was later released after direct negotiation with President al-Bashir. This came a month after Tomo Križnar, a Slovenian presidential envoy, was sentenced to two years in prison for spying. <Timeline - Proposed UN peacekeeping force> -- Tribal clashes between Masa and Arabs in the Sudanese city of Geneina, West Darfur, kill at least 40 people and injure 60 others. Residents report the use of heavy weaponry and rocket-propelled grenades. 
",0
1989,"BBC News reported that a huge underground lake had been found. This find could eliminate the competition for water resources. <Timeline - 2007> -- Tribal clashes between Masa and Arabs in the Sudanese city of Geneina, West Darfur, kill at least 40 people and injure 60 others. Residents report the use of heavy weaponry and rocket-propelled grenades. 
",0
1990,"Ahmed Abdel Shafi, a notable rebel enjoying strong support from the Fur tribe. <Timeline - 2007> -- Tribal clashes between Masa and Arabs in the Sudanese city of Geneina, West Darfur, kill at least 40 people and injure 60 others. Residents report the use of heavy weaponry and rocket-propelled grenades. 
",0
