,paragraph,target
1119,"In response, Morales described the events as a ""massacre"" and the Añez-led government as a ""dictatorship"". UN Human Rights Chief Michelle Bachelet called the events an ""extremely dangerous development"". [ADD] A UN envoy met with Añez shortly thereafter to relay the organization's ""concern"". In a later video, Mesa called for constant protesting until a second round of voting was held, adding that he would bring proof of fraud. -- At least eight people were killed and dozens injured in Sacaba after security forces fired on supporters of ousted president Evo Morales.  
",1
1120,"nan -- At least eight people were killed and dozens injured in Sacaba after security forces fired on supporters of ousted president Evo Morales.  
",1
1121,"<Responses - Reactions to fraud allegations> -- At least eight people were killed and dozens injured in Sacaba after security forces fired on supporters of ousted president Evo Morales.  
",1
1122,"Arturo Murillo, Áñez's new interior minister, vowed to “hunt down” his predecessor Juan Ramón Quintana, a prominent Morales ally, stoking fears of a “witch-hunt” against members of the previous administration. He later announced he would start arresting certain members of the previous government who he accused of “subversion”. Roxana Lizárraga, Áñez's communication minister, stated that she had a list of journalists who were ""involved in sedition"" and threatened them with persecution. [ADD] <Jeanine Áñez presidency - Interim government political activities> -- Bolivia's new interior minister, Arturo Murillo, files a criminal complaint against former President Evo Morales for alleged sedition and terrorism.  
",1
1123,"October 11: Trump announced that China and the United States had reached a tentative agreement for the ""first phase"" of a trade deal, with China agreeing to buy up to $50 billion in American farm products, and to accept more American financial services in their market, with the United States agreeing to suspend new tariffs scheduled for October 15. The deal was expected to be finalized in coming weeks. At the same time, Chinese announcements did not express the same confidence, though a few days later the Chinese Foreign Ministry said that the two sides had the same understanding and had reached an agreement. [ADD] <Chronology - 2019> -- The U.S. Federal Communications Commission (FCC) unanimously votes to label Chinese telecommunications giants Huawei and ZTE as national security risks, thereby disqualifying them from the Universal Service Fund. In a separate vote, the FCC mandates that national wireless carriers remove both companies' products from their existing networks. The companies have 30 days to appeal. 
",1
1124,"November 22: *The U.S. Federal Communications Commission votes unanimously to label Chinese telecommunications giants Huawei and ZTE national security risks, disqualifying them from a national subsidy program in the process. [ADD] In a separate vote they also mandate that national carriers remove both companies\' products from their existing networks. [ADD] They have 30 days to appeal the decisions. ""We will make great progress together!"" the president added. <Chronology - 2019> -- The U.S. Federal Communications Commission (FCC) unanimously votes to label Chinese telecommunications giants Huawei and ZTE as national security risks, thereby disqualifying them from the Universal Service Fund. In a separate vote, the FCC mandates that national wireless carriers remove both companies' products from their existing networks. The companies have 30 days to appeal. 
",1
1125,"The 2019 Samoa measles outbreak began in October 2019 and is currently ongoing. As of November 26, there has been 32 deaths and over 2,400 cases in Samoa, mainly children under four years old, and 10 reported cases in Fiji. [ADD] In Fiji, vaccines are being prioritized for young children and people traveling, and some areas have been quarantined[where?]. <Summary> -- Fijian Health Minister Ifereimi Waqainabete warns that police will be deployed to areas under quarantine if people continue not to respect the order to stay at home if they have measles, amid an ongoing outbreak of the illness in various Pacific island nations.  
",1
1126,"In 2016, two priests, Fr. Nicola Corradi and Fr. Horacio Corbacho, and three other men employed at one of the Antonio Provolo Institute for the Deaf's Argentine schools were arrested in Mendoza, Argentina in 2016 for abuse of children. Corradi had previously been accused as early as 2009 of committing sex abuse at the Antonio Provolo Institute for the Deaf's main campus in Verona, Italy. On May 6, 2017, Argentine authorities charged Japanese nun with abusing children at the very same Argentine school as well, and also for covering up sex abuse committed by the two priests as well. On June 15, 2019, it was announced that the two priests will stand trial on August 5, 2019. The two priests will face trial in Argentina, where they were jailed after being accused of sexually abusing 22 children at the Argentine school. Former institute employee Armando Gomez also would serve as a co-defendant. The trial began as scheduled. Former institute employee Jorge Bordón had been sentenced to 10 years in prison in 2018 for sex abuse at the institute as well. [ADD] <South America - Brazil> -- Two Roman Catholic priests are sentenced to more than 40 years in prison for sexually assaulting deaf children at a church school in Mendoza Province, Argentina; the school's gardener also receives an 18-year sentence.  
",1
1127,"On 25 November 2019 priests Nicola Corradi, 83, and Horacio Corbacho, 59, were each found guilty of sexually abusing deaf children at a Catholic school for the deaf in Luján de Cuyo from 2004 to 2016. [ADD] Their gardner Armando Gómez was also jailed. Diego Roque and Fr. Oscar Portillo, were originally from Buenos Aires and have lead the monastery since its founding in 1996. Both monks will remain under house arrest until trial. <South America - Chile> -- Two Roman Catholic priests are sentenced to more than 40 years in prison for sexually assaulting deaf children at a church school in Mendoza Province, Argentina; the school's gardener also receives an 18-year sentence.  
",1
1128,"The damage was very severe in the large port city of Durrës and the town of Kodër-Thumanë, which are near the epicentre of the earthquake. Two hotels and two apartment blocks collapsed in Durrës. Four buildings, including a five-storey apartment block, collapsed in Kodër-Thumanë. Many people are still trapped in the remains of the ruined buildings. Rescue crews with specialized equipment, sniffer dogs and emergency supplies came to Albania from neighboring countries and other European nations to help in the search efforts and provide for those left homeless. Many homeless people in Kodër-Thumanë spent two nights in tents, refusing to stay in hotels on the Adriatic Sea. Special forces (RENEA) continue to search for a few people who are still missing. The aftershocks, some of which were quite large, made it difficult for the search and rescue teams. [RM] <Damage> -- Twenty more bodies are found under destroyed buildings after the earthquake in Albania two days ago, bringing the death toll to 50 people. 
",1
1129,"Albania's Minister of Health Ogerta Manastirliu said that 658 people were injured by the earthquake the day before, while 68 people are still hospitalized. [RM] Manastirliu said a boy and a girl in worse health would be sent abroad for more specialized medical help. [ADD] The Ministry of Health reports that there are currently 65 injured, whose condition appears stabilized, with the exception of 3 people who are in critical condition. A state of emergency was declared for Durrës and Tirana. <Aftermath> -- Twenty more bodies are found under destroyed buildings after the earthquake in Albania two days ago, bringing the death toll to 50 people. 
",1
1130,"The 2019 Samoa measles outbreak began in October 2019 and is currently ongoing. As of November 30, there have been 44 deaths and over 3,000 cases in Samoa, mainly children under four years old, and 10 reported cases in Fiji. [ADD] It is expected that 70 people will die and at least 6,500 people will be infected. Tonga and Fiji have also declared states of emergency. In Fiji, vaccines are being prioritized for young children and people traveling overseas. <Summary> -- It is expected that there will be 70 deaths from the illness, and at least 6,500 people will be infected by the highly infectious disease. 
",1
1131,"On 29 November 2019, police were called to a mass stabbing on London Bridge, in Central London, United Kingdom, at 13:58 GMT. Five civilians were stabbed, two died of their injuries. The suspect was shot by City of London Police and died at the scene. [RM] <Summary> -- A terrorist mass stabbing at London Bridge kills two civilians and injures three others. The attacker, Usman Khan, wearing a fake explosive belt, is shot dead by police on the bridge. Khan was a former prisoner convicted of terrorism offences, and had links to Islamist terrorist groups. 
",1
1132,"At 13:58 on Friday 29 November 2019, City of London Police were called to an incident at Fishmongers\' Hall on London Bridge in Central London. [ADD] <Summary> -- A terrorist mass stabbing at London Bridge kills two civilians and injures three others. The attacker, Usman Khan, wearing a fake explosive belt, is shot dead by police on the bridge. Khan was a former prisoner convicted of terrorism offences, and had links to Islamist terrorist groups. 
",1
1133,"As of December 3, there have been 55 deaths and over 3,000 cases in Samoa, mainly children under four years old, and 10 reported cases in Fiji. It is expected that 70 people will die and at least 6,500 people will be infected. UNICEF has sent 110,500 vaccines to Samoa. Tonga and Fiji have also declared states of emergency. In Fiji, vaccines are being prioritized for young children and people traveling overseas. [RM] <Summary> -- Police urge people to respect the curfew. Authorities order that children stay at home and announce that Christmas celebrations and public gatherings have been cancelled in order to prevent the epidemic from spreading even further. The death toll from the outbreak now stands at 53.   
",1
1134,"The outbreak has been attributed to a sharp drop in measles vaccination from the previous year, following an incident in 2018 when two infants died shortly after receiving measles vaccinations, which led the country to suspend its measles vaccination program. [ADD] <Summary> -- Police urge people to respect the curfew. Authorities order that children stay at home and announce that Christmas celebrations and public gatherings have been cancelled in order to prevent the epidemic from spreading even further. The death toll from the outbreak now stands at 53.   
",1
1135,"As of December 3, there have been 55 deaths and over 3,000 cases in Samoa, mainly children under four years old, and 10 reported cases in Fiji. It is expected that 70 people will die and at least 6,500 people will be infected. UNICEF has sent 110,500 vaccines to Samoa. Tonga and Fiji have also declared states of emergency. In Fiji, vaccines are being prioritized for young children and people traveling overseas. [RM] <Summary> -- Police urge people to respect the curfew. Authorities order that children stay at home and announce that Christmas celebrations and public gatherings have been cancelled in order to prevent the epidemic from spreading even further. The death toll from the outbreak now stands at 53.   
",1
1136,"The outbreak has been attributed to a sharp drop in measles vaccination from the previous year, following an incident in 2018 when two infants died shortly after receiving measles vaccinations, which led the country to suspend its measles vaccination program. [ADD] <Summary> -- Police urge people to respect the curfew. Authorities order that children stay at home and announce that Christmas celebrations and public gatherings have been cancelled in order to prevent the epidemic from spreading even further. The death toll from the outbreak now stands at 53.   
",1
1137,"On December 2, 2019, the government imposed a curfew and cancelled all Christmas celebrations and public gatherings. [ADD] All unvaccinated families have been ordered to display a red flag or red cloth in front of their homes to warn others and to aid mass vaccination efforts. In addition, New Zealand, Australia, British, French Polynesian and French medical teams have been assisting Samoan medical authorities. <Summary> -- Amid the imposed curfew, the Samoan government asks unvaccinated families to display a red flag or red cloth in front of their homes to warn others and to aid mass vaccination efforts as the death toll hits 60 and confirmed cases surpass 4,000. 
",1
1138,"On October 31, the House voted 232–196 to establish procedures for public hearings, which started on November 13. As hearings began, House Intelligence Committee Chairman Adam Schiff said Trump may have committed bribery, which is specifically listed as an impeachable offense in the Constitution. Private and public congressional testimony by twelve government witnesses in November 2019 presented a significant body of evidence indicating Trump demanded a quid pro quo of political favors in exchange for official action. [RM] The House Judiciary Committee hosted hearings on December 4 with more to follow later in the month; these are expected to be followed by the drafting of articles of impeachment and a subsequent House vote. <Summary> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1139,"Efforts to impeach President Trump have been made by various people and groups. The first efforts in the Republican-controlled Congress were initiated in 2017 by Representatives Al Green and Brad Sherman, both Democrats (D), in response to Trump's obstructions of justice in the Russian influence investigations begun during the first year of Trump's presidency. A December 2017 resolution of impeachment failed in the House by a 58–364 vote margin. [ADD] The House Judiciary Committee hosted hearings on December 4 with more to follow later in the month. <Summary> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1140,"Fruman and Parnas were arrested at Washington Dulles International Airport on October 9, 2019, on campaign finance-related charges brought by federal prosecutors in New York City. September 20, Roman Truba, head of the Ukraine State Bureau of Investigations, told The Daily Beast that his agency had not investigated the Biden–Burisma connection and there were no signs of illegality there. Anton Herashchenko, a senior advisor to the Ukraine interior minister, told The Daily Beast that Ukraine will open such an investigation if there is an official request, along with details of why an investigation is needed and what to look for; Trump's requests had come through unofficial representatives such as Giuliani. [ADD] <Background - Ukraine> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1141,"On September 22, shortly after the public had become aware of the existence of a whistleblower, Trump acknowledged that he had discussed Joe Biden during a call with Zelensky on July 25. Trump said, ""The conversation I had was largely congratulatory, was largely corruption, all of the corruption taking place, was largely the fact that we don\'t want our people like Vice President Biden and his son creating [sic] to the corruption already in Ukraine."" Trump denied that his hold on military aid for Ukraine was linked to the Ukrainian government's refusal to investigate the Hunter Biden controversy, while also saying that withholding aid for this reason would have been ethically acceptable if he had done it. On September 26, 2019, Trump accused the person who provided the whistleblower with information of the call of being a ""spy"" and guilty of treason, before noting that treason is punishable by death. The whistleblower's lawyers said their client feared for his or her safety. In an interview, Giuliani defended Trump, calling the president's request of the Ukrainian president ""perfectly appropriate"", while also indicating that he himself may have made a similar request to Ukrainian officials. A second whistleblower, who is also an intelligence official, came forward on October 5 with ""first-hand knowledge of allegations"" associated with the phone call between Trump and Zelensky, according to the lawyer representing both whistleblowers. September 27, 2019, the White House confirmed an allegation by the first whistleblower that a record of the call between Trump and Zelensky was sealed in a highly classified system, as per the advice of National Security Council lawyers. This came alongside media reports that the White House had used the most highly classified computer system to store memorandums of conversations with the leaders and officials of countries including Ukraine, Saudi Arabia and Russia. Administration officials had began storing these transcripts into this system after Trump's conversations with Australia's prime minister Malcolm Turnbull and Mexico's president Enrique Peña Nieto leaked earlier in 2017. [ADD] <Background - Further revelations> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1142,"In a private conference call with Democratic lawmakers on September 29, 2019, Pelosi laid out how three of these House committees would begin investigating the President's alleged abuse of power. The Intelligence Committee would focus on the contents of the whistleblower complaint and whether the complaint may have been wrongfully hidden from Congress, while the Foreign Affairs Committee would focus on interactions the State Department may have had with the President's personal attorney Giuliani, and the Oversight and Reform Committee would investigate whether White House classification systems were used to secure potentially damaging records of phone calls between the President and leaders of various countries around the world. September 27, 2019, a subpoena was issued by the House to obtain documents Secretary of State Mike Pompeo had refused to release earlier. Said documents include several interactions between Trump, Giuliani, and Ukrainian government officials. The documents were requested to be filed with the involved committees probing the issue; the failure to do so ""shall constitute evidence of obstruction of the House's impeachment inquiry"", as stated in a letter written to Pompeo. The subpoena comes after several requests by the House to receive the documents from the Secretary which he did not fulfill. [ADD] <Private investigations - Requests for evidence and White House refusal> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1143,"On the morning of the Cipollone letter on October 8, 2019, Sondland had been scheduled to testify before the House regarding his involvement in the withholding of aid from the Ukraine. [ADD] <Private investigations - Depositions> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1144,"Taylor testified that, alongside the ""regular, formal diplomatic processes"" with Ukraine led by himself, there was a ""highly irregular"", ""informal channel of U.S. policy-making"" with regard to Ukraine. The informal channel began in May 2019, being ""guided"" by Rudy Giuliani, and also involving Kurt Volker, Gordon Sondland and Rick Perry. Taylor said that by August 2019 he had realized the informal channel ""was running contrary to the goals of longstanding U.S. policy"", while the formal channel wanted ""a strong U.S.–Ukraine partnership"". [ADD] <Private investigations - Bill Taylor> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1145,"Taylor said he heard from National Security Council aide Tim Morrison that, on September 1, Sondland told Zelensky aide Andrey Yermak [Wikidata] that the military aid to Ukraine was dependent on Zelensky's pursuit of the Burisma investigation. Taylor cited Sondland's telling him in a call that Trump wanted Zelensky to publicly announce he would order the two investigations, thus placing Zelensky ""in a public box"". Taylor quoted Sondland stating ""everything"" including military aid and a Trump–Zelensky meeting was contingent upon that announcement. I told the secretary that I could not and would not defend such a policy."" Taylor reported that Pompeo gave no reply to his cable. Cooper's testimony, originally scheduled for that morning, was delayed roughly five hours when a group of House Republicans led by Matt Gaetz (R-Florida) stormed the SCIF where impeachment inquiry committee meetings are being held, and refused to leave, at one point ordering pizza. Thirteen of those members participated in the protest. Democrats responded with criticism over the interruption and accused the Republicans of violating the rules governing the SCIF, which prohibit cell phones in the area. After the protest ended, Cooper completed her testimony which lasted approximately 3.5 hours. She was expected to speak about how the process works for transferring military aid to Ukraine. She is believed to have tried to get the aid released. [ADD] <Private investigations - Republican protest and legal challenges> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1146,"Vindman said that, additionally, he was concerned by two events, both of which he objected to senior officials in real time, and which he reported to the National Security Council's lead attorney. The first event occurred at a July 10 meeting between Ukraine's then Secretary of National Security and Defense Council Oleksandr Danlylyuk, and then U.S. National Security Advisor Bolton, at which Ambassadors Volker and Sondland, and Secretary Perry were in attendance. At the meeting, Sondland asked Ukraine to launch investigations into the Bidens in order to get a meeting with President Trump. Vindman states that Bolton cut the meeting short, and that both he and Fiona Hill told Ambassador Sondland his comments were inappropriate, and that he reported the concerns to the NSC's lead counsel. [ADD] <Private investigations - Alexander Vindman> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1147,"On November 16, OMB official Mark Sandy was deposed. [ADD] <Private investigations - November 6–8> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1148,"On The transcripts revealed that Yovanovitch first learned, from Ukrainian officials in November or December 2018, of a campaign by Giuliani and Lutsenko to remove her from her post. Yovanovitch also testified that the U.S. embassy in Ukraine denied a visa application from the former Ukrainian prosecutor Viktor Shokin ""to visit family"" in the U.S. Although the application was simply denied because of his corrupt dealings in Ukraine, the ambassador later learned he had lied on his application and that the true purpose of the visit was to meet with Giuliani and ""provide information about corruption at the embassy, including my [alleged] corruption"", she told the committees. Giuliani lobbied the assistant secretary for consular affairs, conceding the true purpose of Shokin's planned visit to the U.S. [ADD] <Private investigations - Resolution to begin public hearings and release deposition transcripts> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1149,"Per the House resolution adopted in October 2019, House Republicans can subpoena witnesses only with concurrence of the Democratic committee chairman or with approval of the majority members. The House Intelligence Committee ranking member, Representative Devin Nunes (R-California), in a November 9 letter, provided a list of eight witnesses from whom the minority party wished to hear, including Hunter Biden. In Schiff's decline of the request to hear from Biden, he said he would not allow Republicans to use the hearings to conduct ""sham investigations"". Schiff also rejected Nunes's request to question the anonymous whistleblower, for the individual's safety and because subsequent evidence ""not only confirms but far exceeds"" the whistleblower's complaint, so ""the whistleblower's testimony is therefore redundant and unnecessary"". [ADD] <Intelligence Committee hearings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1150,"On October 25, 2019, Charles Kupperman, Trump's former deputy national security adviser, filed an advisory lawsuit, asking a D.C. federal judge to rule on whether he is lawfully obliged to comply with a subpoena he received from the House of Representatives. [ADD] <Intelligence Committee hearings - November 13: Kent and Taylor> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1151,"Potential articles of impeachment outlined during the hearings include: abuse of power for arranging a quid pro quo with the president of Ukraine, obstruction of Congress for hindering the House's investigation, and obstruction of justice for attempting to dismiss Robert Mueller during his investigation of Russian interference in the 2016 election. Trump and his surrogates engaged in a misinformation campaign to discredit impeachment, with Giuliani taking a lead role. [ADD] <Intelligence Committee hearings - Sondland> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1152,"Other FOIA requests have been made in related cases. [RM] <Intelligence Committee hearings - November 21: Hill and Holmes> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1153,"During an October 17 press conference, White House acting chief of staff Mick Mulvaney said he ""was involved with the process"" of the freezing of military aid. Mulvaney gave his account of why Trump decided to hold back military aid to Ukraine. One, Trump felt the other European countries were not doing enough. [ADD] <Intelligence Committee hearings - Final report> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1154,"President Trump took to Twitter, criticizing opponents and praising supporters. He suggested that Representative Schiff, chairman of the Intelligence Committee, could be arrested for treason, and quoted Pastor Robert Jeffress, who suggested that a ""Civil War-like fracture"" would occur if Trump were removed from office. Trump described the impeachment inquiry as ""a coup, intending to take away the power of [the] people, their vote, [and] their freedoms,"" and said the Democrats were ""wasting everyone's time and energy on bullshit"". He compared the inquiry to lynching on his Twitter account, stating that ""All Republicans must remember what they are witnessing here—a lynching! But we will WIN!"" <Judicial proceedings - <i>Trump et al v. Mazars et Right? The spies and treason, we used to handle it a little differently than we do now."" The remarks were recorded and reported by the Los Angeles Times and interpreted as implying execution. On September 30, Trump said ""we\'re trying to find out"" who the whistleblower was. [RM] <Judicial proceedings - <i>Trump et al v. Mazars et [ADD] <Judicial proceedings - <i>Trump et al v. Mazars et October 3, Trump told reporters that China should also investigate the Bidens. Vice President Pence echoed his support later the same day. <Judicial proceedings - <i>Kupperman v. House of Representatives of the U.S.A. et al.</i>> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1155,"As witnesses like Vindman and Yovanovitch gave public testimony, Trump has repeatedly attacked them on Twitter. He often describes them as ""people I never heard of"" and as ""Never Trumpers"", suggesting they are motivated only by opposition to his presidency. He tweeted a criticism of Yovanovitch during her testimony, which Schiff read to her while she was still on the stand; she described the effect of such comments as ""very intimidating."" Attacks on Vindman by the White House and Trump allies, who have questioned his patriotism, have caused him to consult with the Army about possible concerns for his safety and that of his family. The letter also mentioned the $50,000 ""bounty"" that two conservative Trump supporters have offered as a reward for information about the whistleblower. [ADD] <Judicial proceedings - <i>Kupperman v. House of Representatives of the U.S.A. et al.</i>> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1156,"On November 7 Bakaj sent a letter to the White House warning Trump to ""cease and desist"" calling for the public disclosure of the whistleblower's identity and ""engaging in rhetoric and activity that places The lawyer said the president would be legally and morally liable if anyone were to be ""physically harmed as a result of his, or his surrogates\', behavior."" [RM] <Judicial proceedings - Other proceedings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1157,"A majority of House members voted in favor of initiation of the impeachment inquiry, including 231 Democrats, and one independent, Justin Amash from Michigan, who left the Republican Party on July 4, 2019, in the wake of his protests about holding Trump accountable. Forty-eight Republicans are members of the three committees jointly holding the hearings and thus are entitled to attend the hearings, and dozens have done so. [ADD] November 6, Donald Trump Jr. tweeted a Breitbart News link purportedly revealing the name of the whistleblower. <Judicial proceedings - <i> [ADD] In re: Don McGahn</i>> ""Unlike in past impeachment proceedings in which Congress had the benefit of an investigation conducted in secret by an independent prosecutor, we must conduct the initial investigation ourselves,"" Schiff said. ""This is the case because the Department of Justice under Bill Barr expressly declined to investigate this matter after a criminal referral had been made."" <Judiciary Committee hearings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1158,"A notable Republican critic of Trump, Senator Mitt Romney of Utah, called Trump's actions ""troubling in the extreme"" and ""wrong and appalling"". Romney said it strained credulity to say Trump's actions were anything other than politically motivated. He also refrained from indicating publicly whether he thinks the Senate should remove Trump from office, stating ""an impeachment process is not a matter of public opinion or public parties. It's a matter of deliberation for the Senate."" [RM] <Judiciary Committee hearings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1159,"Phil Scott, the governor of Vermont, became the first Republican governor to support the impeachment inquiry. [ADD] <Judicial proceedings - Other proceedings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1160,"During the fourth 2020 Democratic Party presidential debate, Andrew Yang said that while he supports impeaching Trump, he believes it may not be successful and would not solve the issues that led to Trump's election. [ADD] <Judiciary Committee hearings> -- U.S. House Speaker Nancy Pelosi announces the U.S. House of Representatives will begin to draft articles of impeachment against U.S. President Donald Trump before the Christmas recess. 
",1
1161,"In October 2018, former Taoiseach of Ireland Bertie Ahern was appointed to chair the Bougainville Referendum Commission, which was responsible for preparing the referendum. [RM] <Planning> -- Voters in Bougainville vote overwhelmingly for independence from Papua New Guinea. However, the Papua New Guinea government will have the final say on accepting it or not. 
",1
1162,"Males undergoing the upe rite of passage were allowed to vote at special male-only polling stations. The final number of eligible voters was 206,731, out of a total population of nearly 300,000. [RM] One estimate, reported by The Guardian suggesting as many as 90% may vote in favour of independence. [RM] <Planning - Voters> -- Voters in Bougainville vote overwhelmingly for independence from Papua New Guinea. However, the Papua New Guinea government will have the final say on accepting it or not. 
",1
1163,"Prior to the election, Australian Strategic Policy Institute analyst Karl Claxton said there was a wide expectation Bougainville would vote to become independent. <Planning - Question> Voter enthusiasm was observed to be very high, and it was expected that the vast majority of those eligible voted. [ADD] Males undergoing the upe rite of passage were allowed to vote at special male-only polling stations. <Planning - Voters> -- Voters in Bougainville vote overwhelmingly for independence from Papua New Guinea. However, the Papua New Guinea government will have the final say on accepting it or not. 
",1
1164,"nan -- Voters in Bougainville vote overwhelmingly for independence from Papua New Guinea. However, the Papua New Guinea government will have the final say on accepting it or not. 
",1
1165,"Following the announcements of the result, John Momis, President of the Autonomous Region of Bougainville, said that ""at least psychologically, we feel liberated"". [ADD] Nearly 98 % of all ballots cast was in favor of independence. <Results> Cave also noted that Australia and New Zealand will likely face pleas from Bougainville for assistance in developing its institutions, with China and the United States reaching out to make diplomatic and economic partnerships with Bougainville as well. <Aftermath> -- Voters in Bougainville vote overwhelmingly for independence from Papua New Guinea. However, the Papua New Guinea government will have the final say on accepting it or not. 
",1
1166,"On December 3, the House Intelligence Committee published a report stating that ""the impeachment inquiry has found that President Trump, personally and acting through agents within and outside of the U.S. government, solicited the interference of a foreign government, Ukraine, to benefit his reelection."" On December 10, the House Judiciary Committee unveiled their articles of impeachment: one for abuse of power and one for obstruction of Congress. [RM] The committee plans to vote on these on December 13; if either or both passes, they will be forwarded to the full House for debate and a vote officiating impeachment. The first efforts in the Republican-controlled Congress were initiated in 2017 by Representatives Al Green and Brad Sherman, both Democrats (D), in response to Trump's obstructions of justice in the Russian influence investigations begun during the first year of Trump's presidency. [ADD] The full House is expected to vote on the matter on December 18. A December 2017 resolution of impeachment failed in the House by a 58–364 vote margin. <Background - Previous calls for impeachment> -- The House Judiciary Committee votes along party lines to pass two articles for impeachment against President Donald Trump. The House of Representatives is expected to hold two votes, one for each charge, on Wednesday, December 18. 
",1
1167,"A state of emergency was declared on 17 November, ordering the closure of all schools, keeping children under 17 away from public events, and making vaccination mandatory. [ADD] On 14 December, the state of emergency was extended to the 29 December. <Summary> -- The government of Samoa extends the state of emergency until December 29 when it was due to end on December 15. There have been 72 deaths and more than 5,100 cases to date.  
",1
1168,"On [RM] December 19, 2019, Judge Jocelyn Solis Reyes served her judgment on the case. The Ampatuan brothers, Datu Andal Jr and Zaldy Ampatuan, were convicted with 57 counts of murder and sentenced to reclusion perpetua without parole or 40 years in prison less 10 years that they already served. <Background> -- Mayor Sajid Ampatuan, also a brother of Mayor Andal Ampatuan Jr., and 55 others are acquitted. 
",1
1169,"Number of casualties: 5. [ADD] December 19, 2019, Quezon City Regional Trial Court (RTC) Branch 221 Judge Jocelyn Solis Reyes served her judgment on the case at a special court session held at Camp Bagong Diwa in Taguig City. In her verdict, the Ampatuan brothers namely Datu Andal Ampatuan Jr and Zaldy Ampatuan, were convicted with 57 counts of murder and sentenced to reclusion perpetua without parole. 28 co-accused including police officers were also convicted of 57 counts of murder and sentenced to 40 years, 15 were sentenced to 6-10 years for being accessories to the crime. <Background> -- Mayor Sajid Ampatuan, also a brother of Mayor Andal Ampatuan Jr., and 55 others are acquitted. 
",1
